depth	min95%	max95%	best	accrate
0	425	625	508	0.000428527963592264
0.03821631	528	702	597	0.00150507209295325
0.236037413	674	814	729	0.000428527963592264
0.374164144	1003	1112	1051	0.000506021657726951
0.541138191	1312	1471	1381	0.00377429703717683
0.679264923	1362	1487	1417	0.00377429703717683
0.773805829	1382	1507	1442	0.00377429703717683
0.804652884	1385	1519	1451	0.00377429703717683
0.866346995	1391	1546	1467	0.0021088593179949
0.933410621	1424	1577	1499	0.00153287244968346
1	1473	1610	1542	0.00153287244968346
1.018582531	1486	1621	1554	0.00153287244968346
1.080276642	1525	1660	1595	0.00153287244968346
1.105754182	1539	1680	1611	0.00153287244968346
1.131231723	1552	1700	1628	0.00153289594702312
1.229142404	1592	1791	1692	0.00528038863660365
1.259989459	1605	1787	1698	0.00528038863660365
1.32168357	1630	1783	1709	0.00528038863660365
1.352530625	1642	1782	1715	0.00528038863660365
1.463180076	1673	1798	1736	0.00528038863660365
1.494027132	1679	1806	1742	0.00528038863660365
1.555721242	1685	1827	1754	0.00528038863660365
1.599307068	1688	1845	1762	0.00165823729375674
1.779019885	1809	1933	1870	0.00165820979670348
1.82260571	1832	1971	1896	0.00213251444778538
1.951363447	1887	2035	1957	0.00309472967536286
2	1906	2042	1973	0.00309472967536286
2.013057557	1910	2043	1977	0.00309472967536286
2.056643383	1919	2056	1991	0.00309472967536286
2.110968238	1927	2082	2008	0.00397978270386437
2.21087866	1937	2115	2034	0.0110607233713085
2.28531154	1962	2109	2040	0.0110607233713085
2.298050311	1964	2109	2041	0.0110607233713085
2.334266881	1970	2110	2045	0.0110607233713085
2.370483451	1976	2115	2048	0.0110607233713085
2.475763387	1974	2134	2057	0.0110607233713085
2.557565523	1966	2161	2065	0.00233116534955824
2.847927792	2116	2253	2189	0.00233116534955824
2.916991157	2138	2285	2219	0.00233127404126355
2.986054523	2153	2324	2249	0.0179436569172797
3	2157	2322	2249	0.0179436569172797
3.004162808	2158	2322	2250	0.0179436569172797
3.040379379	2166	2319	2252	0.0179436569172797
3.17850611	2190	2315	2259	0.0179436569172797
3.234830706	2192	2318	2263	0.0179436569172797
3.291155302	2191	2318	2266	0.0179436569172797
3.370957698	2186	2323	2270	0.00633272117028687
3.552670255	2217	2351	2299	0.00308090455357693
3.627103136	2259	2385	2323	0.00308090455357693
3.645211421	2267	2393	2329	0.00308090455357693
3.676058476	2281	2407	2339	0.00337029422668599
3.824924238	2318	2478	2383	0.00618352708384863
3.893987604	2331	2482	2394	0.00618352708384863
4	2347	2494	2411	0.00618352708384863
4.081069676	2357	2507	2424	0.00618352708384863
4.304368318	2375	2545	2461	0.00618352708384863
4.48071136	2389	2575	2489	0.00618352708384863
4.693270973	2398	2623	2523	0.00618352708384863
4.749595568	2402	2638	2533	0.00618352708384863
4.793181394	2401	2650	2540	0.00760919190381982
4.931308126	2404	2678	2558	-0.393700787401575
4.949416411	2406	2676	2558	-0.393700787401575
5	2414	2672	2558	-0.393700787401575
5.031218547	2420	2668	2558	-0.393700787401575
5.187453564	2438	2657	2557	-0.393700787401575
5.231039389	2443	2654	2557	-0.393700787401575
5.478445537	2455	2648	2556	-0.393700787401575
5.534770133	2455	2647	2556	-0.393700787401575
5.578355958	2453	2649	2556	-0.393700787401575
5.683635894	2448	2649	2556	-0.393700787401575
5.73996049	2444	2651	2556	-0.393700787401575
5.852609681	2428	2655	2555	0.176056338028169
6	2419	2666	2556	0.0142369020501139
6.070538809	2441	2660	2561	0.0142369020501139
6.175818745	2468	2658	2569	0.0142369020501139
6.188557515	2469	2657	2570	0.0142369020501139
6.306576222	2483	2660	2578	0.0142369020501139
6.629785285	2486	2686	2601	0.00947418285172904
6.936256098	2545	2701	2633	0.00855578370978782
6.954364384	2548	2702	2635	0.00855578370978782
7	2552	2703	2640	0.00855578370978782
7.079752345	2562	2707	2650	0.00566668555561852
7.604781991	2657	2795	2742	0.00418340026773762
7.748278238	2711	2840	2777	0.00418340026773762
7.786494548	2725	2851	2786	0.00418340026773762
7.92462128	2752	2903	2819	0.00460829493087558
8	2760	2928	2835	0.0103252452245741
8.249830084	2795	2932	2859	0.0103252452245741
8.30615468	2799	2936	2865	0.0103252452245741
8.709166139	2810	3012	2904	0.0147449130050133
9	2800	3059	2924	NA
